fromNodeId,toNodeId,weight
604,489,31
604,602,26
604,605,13
604,1061921,34
603,490,3
603,602,5
603,1089992,49
1060395,490,37
1060395,1060396,27
1060395,1060397,48
493,492,43
507,494,49
495,496,45
4659,497,23
4659,4657,22
4659,4658,32
4979,497,26
4979,4978,8
4979,5154,39
4979,497264,49
497225,497,31
497225,497226,31
497225,497264,44
499,498,5
499,577,38
499,8557,36
499,1060758,10
8942,498,36
8942,7529,46
577,499,29
577,578,14
577,579,14
577,1061979,21
8557,499,6
8557,7986,15
8557,8547,4
8557,8675,23
1060758,499,13
1060758,1060757,49
1060758,1061979,34
1060758,1061982,6
4646,500,34
4646,4639,33
4646,4647,2
4646,4963,28
4647,500,18
4647,533,4
4647,4646,3
4647,4960,9
501,502,12
501,503,45
502,501,33
502,540,25
502,542,8
502,1062084,3
503,501,12
503,540,23
540,502,41
540,503,44
540,541,5
540,1062090,30
542,502,30
542,543,49
542,8445,34
542,1062083,6
1062084,502,5
1062084,1062083,5
1062084,1062088,26
506,505,19
510,508,29
513,509,15
513,10843,19
514,509,28
511,512,24
511,515,35
512,511,25
512,8789,8
8789,512,6
10843,513,22
10843,601,21
517,518,22
517,519,29
517,8908,49
518,517,22
519,517,7
8908,517,50
8908,8885,18
8908,8887,2
8908,10571,21
523,522,44
525,524,1
525,4374,49
526,524,7
7705,524,3
7705,7694,50
7705,7706,9
7705,8511,17
528,527,49
531,530,9
531,4975,31
531,4977,37
531,4978,46
4662,530,7
4662,4663,44
4662,4669,28
4657,530,7
4657,4658,28
4657,4659,39
4978,531,8
4978,4979,13
4978,5160,5
4975,531,8
4975,4976,43
4975,4977,20
4977,531,26
4977,4972,11
4977,4974,6
4977,4975,36
532,533,28
532,537,38
532,4642,11
532,4961,38
533,532,41
533,4647,23
533,4960,48
533,4961,46
537,532,3
537,4971,17
537,4974,16
4642,532,22
4642,4608,13
4642,4641,29
4642,4648,20
4961,532,21
4961,533,5
4961,10316,2
4961,10330,24
4960,533,47
4960,4647,33
4960,4971,31
534,535,16
534,536,20
534,594,3
535,534,44
535,594,22
535,605,5
535,1061919,20
594,534,25
594,535,28
594,536,25
594,1084969,11
605,535,11
605,604,12
605,606,10
605,1061921,14
1061919,535,49
1061919,1060543,35
1061919,1061920,10
1061919,1061921,21
1062554,536,43
4974,537,8
4974,4972,13
4974,4977,11
4971,537,14
4971,4960,7
4971,10359,20
541,540,28
541,10317,11
1062090,540,11
1062090,1061871,34
1062090,1062089,40
10317,541,17
10317,8445,7
10317,10318,10
10317,1061870,33
543,542,14
543,544,50
543,547,6
543,1062078,3
543,1062098,37
8445,542,23
8445,8446,15
8445,10317,8
1062083,542,44
1062083,1061814,34
1062083,1062078,50
1062083,1062084,50
544,543,44
544,549,47
544,8385,2
547,543,49
547,548,21
547,1061766,16
1062078,543,18
1062078,1061802,19
1062078,1062083,46
1062098,543,47
1062098,1061766,23
1062098,1061773,11
1062098,1061802,20
8385,544,15
8385,8365,37
8385,8384,2
8385,8613,22
549,544,36
549,548,31
549,8365,30
549,8391,8
545,546,44
545,9102,11
545,9115,44
546,545,49
546,1998,48
546,9118,48
9115,545,5
9115,1378,40
9115,9105,35
9102,545,13
9102,9101,3
9102,9376,1
1998,546,8
1998,1997,49
1998,9108,19
9118,546,49
9118,1378,22
9118,2097,12
1061766,547,4
1061766,1061767,32
1061766,1061773,30
1061766,1062098,44
1061767,548,41
1061767,1061766,18
1061767,1062076,6
1061767,1062077,24
8391,549,40
8365,549,19
8365,551,49
8365,8372,10
8365,8385,19
551,550,39
551,8360,36
551,8365,49
552,550,40
552,553,38
552,8330,5
552,1061440,42
8360,551,32
8360,8373,8
8360,8601,42
8360,8602,41
553,552,13
553,554,36
553,8586,48
553,1061441,30
8330,552,32
8330,8329,13
8330,8854,11
1061440,552,23
1061440,1061441,17
1061440,1061466,30
8586,553,17
8586,8585,12
8586,8682,16
8586,8683,17
1061441,553,30
1061441,1061440,50
1061441,1062049,7
1061441,1062399,31
555,554,44
555,556,49
555,8266,45
555,8683,21
1061350,554,31
1061350,1061351,23
1061350,1061388,12
8266,555,8
8266,8260,35
8266,8279,26
8683,555,19
8683,8279,42
8683,8586,41
557,556,11
557,558,27
557,1062165,48
1061215,556,28
1061215,1061214,14
1061215,1061216,37
1061215,1062165,18
558,557,40
558,559,29
558,8280,48
558,1062472,8
1062165,557,3
1062165,1061215,17
1062165,1062163,3
1062165,1062570,32
559,558,47
559,597,1
559,598,16
559,1062472,50
8280,558,1
8280,8261,12
8280,10851,15
1062472,558,13
1062472,559,28
1062472,1062493,13
1062472,1062570,10
597,559,10
597,10547,22
597,1084862,39
598,559,16
598,8277,20
598,10549,17
598,10851,31
560,561,37
560,8203,37
560,10547,24
560,1061118,16
561,560,36
561,564,40
561,8171,5
561,1061081,15
8203,560,40
8203,8204,21
8203,9048,21
10547,560,15
10547,597,22
10547,10548,40
1061118,560,32
1061118,1061097,49
1061118,1061121,36
1061118,1084863,9
564,561,29
564,562,41
564,8157,4
8171,561,24
8171,8157,48
8171,8173,33
8171,10682,34
1061081,561,23
1061081,1061055,19
1061081,1061084,45
1061081,1061097,33
562,563,8
562,564,17
562,565,8
562,1061054,25
563,562,44
563,8145,25
563,8157,11
563,10401,45
565,562,35
565,566,38
565,8130,32
565,1061056,10
1061054,562,46
1061054,1061055,26
1061054,1061056,47
8145,563,29
8145,8146,39
8145,8147,46
8157,563,27
8157,564,41
8157,8162,27
8157,8171,15
10401,563,29
10401,8130,22
10401,9028,27
566,565,30
566,567,10
566,8110,18
566,1061034,49
8130,565,29
8130,8110,8
8130,10401,26
1061056,565,30
1061056,1061034,20
1061056,1061054,21
567,566,25
567,568,43
567,8083,48
567,1061012,16
8110,566,15
8110,8111,14
8110,8113,1
8110,8130,38
1061034,566,40
1061034,1061012,34
1061034,1061056,28
568,567,22
568,571,25
8083,567,26
8083,8084,11
8083,8087,11
8083,8111,30
1061012,567,12
1061012,1061013,46
1061012,1061034,49
571,568,46
571,569,40
571,8061,37
571,1062133,15
569,570,21
569,571,16
569,572,47
569,1062133,32
570,569,17
572,569,2
572,575,27
572,8676,13
1062133,569,45
1062133,571,1
1062133,1060982,7
1062133,1061013,24
8061,571,21
8061,8060,25
8061,10681,49
8676,572,33
8676,8039,32
574,573,21
574,7999,49
574,8001,12
576,573,17
576,8265,35
576,8465,50
1060791,573,12
1060791,1060792,3
1060791,1060825,21
8001,574,35
8001,8941,7
8001,8943,12
7999,574,16
7999,8000,23
7999,8021,16
8039,575,34
8039,8038,48
8039,8563,25
8039,8676,7
1060920,575,5
1060920,1060904,28
1060920,1060983,48
8465,576,46
8465,7530,2
8465,8265,50
578,577,50
578,7956,16
578,7968,12
1061979,577,4
1061979,1060758,6
1061979,1061982,17
7956,578,12
7956,7957,2
7956,7960,35
7968,578,5
7957,579,44
7957,7936,39
7957,7956,44
7957,7961,42
581,580,7
581,582,43
581,583,17
581,1060691,48
1060691,580,23
1060691,581,1
1060691,1060690,18
1060691,1061959,37
582,581,5
583,581,46
583,584,33
583,585,24
583,1060662,7
584,583,4
585,583,22
585,586,9
585,587,20
585,1060663,21
1060662,583,10
1060662,1060663,23
1060662,1060690,21
586,585,35
1060663,585,4
1060663,1060662,7
1060663,1062252,16
1060651,587,19
1060651,1060647,31
1060651,1060655,27
589,588,24
589,590,13
589,591,42
589,1060644,28
1060648,588,33
1060648,1060647,39
1060648,1062548,49
590,589,32
590,10725,11
590,10726,48
591,589,16
591,592,34
591,593,15
591,1060645,30
1060644,589,1
1060644,1060645,2
1060644,1060647,49
10726,590,40
592,591,32
593,591,50
593,607,40
593,1061969,40
1060645,591,13
1060645,1060644,3
1060645,1062174,42
607,593,22
607,599,30
1061969,593,18
1061969,1060633,20
1061969,1061968,11
1061969,1062558,22
1084969,594,24
1084969,1060542,46
1084969,1084970,12
1084862,597,43
1084862,1062493,47
1084862,1084863,39
8277,598,40
8277,8278,31
8277,9048,15
8277,10851,26
10851,598,48
10851,8277,39
10851,8280,28
10549,598,24
10549,10548,48
599,600,8
599,607,25
1062530,600,30
1062530,1062531,44
1062530,1062557,40
1062530,1090025,14
10844,601,43
1062479,602,39
1062479,1062179,2
1062479,1085325,35
1089992,603,13
1061921,604,27
1061921,605,41
1061921,1061919,3
1061921,1061920,46
606,605,25
608,609,34
608,610,4
608,612,44
608,682,7
609,608,37
609,684,23
609,702,26
609,388727,19
610,608,36
610,683,49
610,698,20
610,702,18
612,608,48
612,611,7
612,619,31
612,684,41
682,608,42
682,619,41
682,696,37
684,609,13
684,612,37
684,613,42
684,388570,34
702,609,23
702,610,26
702,701,21
388727,609,17
388727,701,14
388727,388426,39
388727,388427,13
698,610,24
698,699,42
698,700,48
698,808,47
683,610,20
683,619,37
683,635,7
683,659,36
611,612,30
611,613,14
611,614,48
613,611,41
613,684,11
613,703,12
613,388570,31
614,611,38
614,618,41
614,622,25
619,612,22
619,618,26
619,682,33
619,683,45
703,613,2
703,704,43
388570,613,44
388570,684,11
388570,388428,34
388570,388571,3
618,614,45
618,619,15
618,659,5
622,614,9
622,620,16
622,621,12
622,659,27
615,616,20
615,617,35
615,623,24
616,615,42
616,808,39
616,811,25
617,615,18
623,615,22
623,624,25
623,625,44
808,616,32
808,698,40
808,699,35
808,828,47
811,616,36
811,831,28
811,1013,11
659,618,3
659,622,7
659,635,20
659,683,13
620,621,34
620,622,24
620,628,39
620,1740,41
621,620,20
621,622,49
621,660,4
628,620,47
628,627,8
628,695,7
1740,620,7
1740,1741,13
1740,1744,10
660,621,49
660,661,21
660,704,44
624,623,41
624,831,37
624,1012,48
625,623,46
625,626,27
831,624,9
831,811,5
831,842,4
1012,624,24
626,625,34
626,634,49
626,685,18
634,626,9
634,635,14
634,645,21
685,626,30
685,662,20
685,879,2
685,2689,40
627,628,3
627,629,30
627,637,8
627,638,45
629,627,17
629,637,7
629,668,30
629,669,42
638,627,30
638,639,43
638,653,40
637,627,49
637,629,19
637,636,41
637,639,49
695,628,32
668,629,9
669,629,19
686,630,47
686,687,45
686,692,35
686,10451,42
10451,630,22
10451,686,38
10451,10106,8
10451,388569,15
388440,630,30
388440,388437,24
388440,388438,1
707,631,12
707,10447,21
388438,631,10
388438,388429,22
388438,388437,34
388438,388439,7
388438,388440,7
632,633,50
632,1514,5
632,1557,42
633,632,28
633,1514,46
633,2769,35
1557,632,22
1557,2770,12
1557,2772,42
1514,632,16
1514,633,36
1514,1513,36
2769,633,40
2769,2770,41
2769,2772,25
635,634,6
635,646,16
635,659,24
635,683,27
645,634,35
645,646,2
645,2169,20
646,635,22
646,645,49
646,681,32
646,1758,6
636,637,28
636,639,41
636,672,7
639,636,17
639,637,43
639,638,24
639,653,35
672,636,10
672,641,47
672,10481,20
653,638,28
653,639,30
653,652,33
653,667,43
640,641,27
640,642,35
640,673,22
641,640,36
641,654,4
641,655,38
641,672,13
641,673,1
642,640,7
642,649,42
642,651,44
673,640,49
673,641,46
673,664,2
673,666,32
654,641,37
654,652,2
654,655,49
654,671,37
654,674,8
655,641,26
655,651,20
655,654,19
655,676,38
649,642,50
649,650,25
649,651,44
651,642,27
651,649,16
651,655,19
643,644,50
643,650,48
643,657,2
644,643,13
644,664,27
644,665,37
644,666,44
650,643,15
650,649,6
650,656,17
657,643,27
657,656,48
657,677,39
664,644,1
664,673,8
664,694,29
664,10447,6
665,644,32
666,644,2
666,673,6
2169,645,41
2169,1758,43
2169,2358,46
681,646,20
1758,646,29
1758,1757,12
1758,2167,4
1758,2169,8
647,648,36
647,678,13
647,687,16
647,1056,2
648,647,27
648,1399,1
648,2160,10
648,2621,40
678,647,32
678,1403,6
678,2166,24
1056,647,26
1056,2630,9
1056,10106,33
1056,388568,1
687,647,43
687,686,22
687,10106,36
1399,648,23
1399,1392,29
1399,1746,41
2621,648,35
2621,2624,38
2621,10107,2
2621,388456,28
2160,648,18
2160,1665,34
2160,1746,38
2160,10107,6
656,650,1
656,657,40
656,658,30
656,676,8
652,653,8
652,654,7
652,670,17
670,652,45
670,667,41
670,671,12
670,1737,24
667,653,6
667,670,7
667,688,45
671,654,33
671,670,49
671,674,4
674,654,23
674,671,37
674,675,26
674,1743,41
676,655,7
676,656,24
676,675,45
676,691,6
658,656,46
658,691,16
658,1738,22
677,657,44
